7	2	1	4500.071365	1.445e-30	0.081	2615.0151
7	2	1	4500.175243	8.709e-28	0.084	1216.351
7	2	1	4500.223152	3.378e-29	0.071	2530.2339
7	2	1	4500.378383	6.586e-30	0.115	1346.8813
7	2	1	4500.671649	1.385e-30	0.071	3134.5498
7	2	1	4500.680349	1.327e-30	0.081	2646.3696
7	2	1	4501.063192	9.274e-30	0.114	1351.5813
7	2	1	4501.270362	1.014e-30	0.081	2574.4224
7	2	1	4501.425994	3.251e-30	0.074	2930.2656
7	2	1	4501.458287	1.308e-30	0.083	2512.6123
7	2	1	4501.527984	1.214e-30	0.08	2678.5056
7	2	1	4501.633283	1.655e-30	0.085	2453.9246
7	2	1	4501.795843	2.058e-30	0.087	2398.3604
7	2	1	4501.831957	9.319e-28	0.086	1159.3702
7	2	1	4501.85966	1.008e-29	0.082	578.0116
7	2	1	4501.892128	4.527e-29	0.072	2443.7605
7	2	1	4501.946443	2.51e-30	0.089	2345.9209
7	2	1	4501.949392	1.238e-29	0.112	1357.0645
7	2	1	4502.005473	1.863e-30	0.072	3049.5603
7	2	1	4502.08554	3.003e-30	0.091	2296.6069
7	2	1	4502.110804	1.103e-30	0.079	2711.4241
7	2	1	4502.213578	3.524e-30	0.092	2250.4197
7	2	1	4502.330973	4.051e-30	0.094	2207.3599
7	2	1	4502.438124	4.559e-30	0.096	2167.428
7	2	1	4502.535405	5.019e-30	0.098	2130.6255
7	2	1	4502.573682	1.574e-29	0.111	1363.3308
7	2	1	4502.623166	5.398e-30	0.099	2096.9524
7	2	1	4502.70173	5.662e-30	0.101	2066.4099
7	2	1	4502.771395	5.78e-30	0.103	2038.9984
7	2	1	4502.83243	5.724e-30	0.104	2014.7181
7	2	1	4502.885075	5.476e-30	0.106	1993.5701
7	2	1	4502.929542	5.027e-30	0.109	1975.5542
7	2	1	4502.966011	4.379e-30	0.112	1960.6711
7	2	1	4502.994633	3.548e-30	0.115	1948.9209
7	2	1	4502.994946	4.109e-30	0.075	2852.8623
7	2	1	4503.015527	2.563e-30	0.118	1940.304
7	2	1	4503.028781	1.463e-30	0.121	1934.8203
7	2	1	4503.348111	2.457e-30	0.073	2967.6765
7	2	1	4503.48119	9.677e-28	0.088	1105.5066
7	2	1	4503.521367	1.953e-29	0.109	1370.3804
7	2	1	4503.556369	5.947e-29	0.073	2360.3884
7	2	1	4503.856702	1.049e-29	0.081	639.6004
7	2	1	4504.070772	2.335e-29	0.108	1378.2133
7	2	1	4504.562913	5.087e-30	0.076	2778.575
7	2	1	4504.699664	3.175e-30	0.074	2888.8997
7	2	1	4505.094193	2.766e-29	0.107	1386.8291
7	2	1	4505.123317	9.727e-28	0.09	1054.7607
7	2	1	4505.215964	7.655e-29	0.074	2280.1201
7	2	1	4505.554363	3.166e-29	0.106	1396.2281
7	2	1	4505.873538	1.061e-29	0.079	704.3005
7	2	1	4506.060206	4.017e-30	0.076	2813.2312
7	2	1	4506.130009	6.161e-30	0.078	2707.4048
7	2	1	4506.160352	1.85e-30	0.118	1937.1591
7	2	1	4506.667733	3.629e-29	0.105	1406.4103
7	2	1	4506.758691	9.435e-28	0.092	1007.1335
7	2	1	4506.871002	9.652e-29	0.075	2202.9563
7	2	1	4507.024346	4.013e-29	0.104	1417.3755
7	2	1	4507.429786	4.973e-30	0.077	2740.6726
7	2	1	4507.696346	7.297e-30	0.08	2639.3535
7	2	1	4507.723135	3.998e-30	0.115	1944.1924
7	2	1	4507.909917	1.042e-29	0.077	772.1107
7	2	1	4508.241833	4.487e-29	0.103	1429.1237
7	2	1	4508.387648	8.795e-28	0.094	962.6257
7	2	1	4508.480597	4.82e-29	0.102	1441.6547
7	2	1	4508.521566	1.191e-28	0.076	2128.8987
7	2	1	4508.808432	6.02e-30	0.079	2671.2253
7	2	1	4509.26203	8.443e-30	0.081	2574.4224
7	2	1	4509.285651	6.895e-30	0.112	1954.3514
7	2	1	4509.816318	5.283e-29	0.101	1454.9686
7	2	1	4509.92298	5.533e-29	0.1	1469.0656
7	2	1	4509.965574	9.955e-30	0.076	843.0301
7	2	1	4509.986061	1.044e-30	0.098	2274.8398
7	2	1	4510.010503	7.835e-28	0.096	921.2381
7	2	1	4510.167742	1.438e-28	0.078	2057.9487
7	2	1	4510.196153	7.12e-30	0.08	2604.8904
7	2	1	4510.239695	1.124e-30	0.099	2241.1946
7	2	1	4510.469115	1.179e-30	0.101	2210.678
7	2	1	4510.674497	1.205e-30	0.103	2183.2898
7	2	1	4510.827164	9.534e-30	0.083	2512.6123
7	2	1	4510.847745	1.046e-29	0.109	1967.636
7	2	1	4510.856003	1.194e-30	0.104	2159.0305
7	2	1	4511.013778	1.143e-30	0.106	2137.9009
7	2	1	4511.147948	1.049e-30	0.109	2119.9011
7	2	1	4511.351347	6.105e-29	0.099	1499.6073
7	2	1	4511.390999	5.967e-29	0.1	1483.9449
7	2	1	4511.592937	8.22e-30	0.082	2541.6689
7	2	1	4511.627548	6.62e-28	0.097	882.9714
7	2	1	4511.809608	1.698e-28	0.08	1990.108
7	2	1	4512.04023	9.266e-30	0.074	917.0573
7	2	1	4512.391846	1.05e-29	0.085	2453.9246
7	2	1	4512.409224	1.453e-29	0.107	1984.0459
